"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2513","Connexion réussie avec des identifiants valides","","Fri Jun 26 12:43:11 UTC 2026","broken","Fri Jun 26 12:43:13 UTC 2026","","Authentification utilisateur","Connexion réussie avec des identifiants valides",""
